"TERMS AND CONDITIONS"
"https://www.bankofcanada.ca/terms/"

"SERIES"
"id","label","description"
"HISTORICAL_CERI","CERI","Canadian-dollar effective exchange rate index (1992=100)"

"OBSERVATIONS"
"date","HISTORICAL_CERI"
"2014-02-10","109.19"
"2014-02-11","109.43"
"2014-02-12","109.77"
"2014-02-13","109.82"
"2014-02-14","109.74"
"2014-02-17","109.74"
"2014-02-18","109.99"
"2014-02-19","109.09"
"2014-02-20","108.59"
"2014-02-21","108.35"
"2014-02-24","108.99"
"2014-02-25","108.72"
"2014-02-26","108.51"
"2014-02-27","108.22"
"2014-02-28","108.77"
"2014-03-03","108.63"
"2014-03-04","108.48"
"2014-03-05","109.08"
"2014-03-06","109.84"
"2014-03-07","108.64"
"2014-03-10","108.50"
"2014-03-11","108.71"
"2014-03-12","108.21"
"2014-03-13","108.87"
"2014-03-14","108.55"
"2014-03-17","108.92"
"2014-03-18","108.59"
"2014-03-19","107.69"
"2014-03-20","107.20"
"2014-03-21","107.74"
"2014-03-24","107.49"
"2014-03-25","107.88"
"2014-03-26","108.18"
"2014-03-27","109.02"
"2014-03-28","108.99"
"2014-03-31","109.07"
"2014-04-01","109.33"
"2014-04-02","109.35"
"2014-04-03","109.38"
"2014-04-04","109.90"
"2014-04-07","109.90"
"2014-04-08","110.25"
"2014-04-09","110.45"
"2014-04-10","110.28"
"2014-04-11","109.81"
"2014-04-14","109.78"
"2014-04-15","109.69"
"2014-04-16","109.23"
"2014-04-17","109.51"
"2014-04-18","109.51"
"2014-04-21","109.34"
"2014-04-22","109.28"
"2014-04-23","109.21"
"2014-04-24","109.26"
"2014-04-25","109.10"
"2014-04-28","109.21"
"2014-04-29","109.93"
"2014-04-30","109.90"
"2014-05-01","109.82"
"2014-05-02","109.74"
"2014-05-05","109.88"
"2014-05-06","110.45"
"2014-05-07","110.40"
"2014-05-08","110.82"
"2014-05-09","110.50"
"2014-05-12","110.65"
"2014-05-13","110.63"
"2014-05-14","110.65"
"2014-05-15","110.66"
"2014-05-16","110.70"
"2014-05-19","110.70"
"2014-05-20","110.50"
"2014-05-21","110.20"
"2014-05-22","110.57"
"2014-05-23","110.89"
"2014-05-26","111.03"
"2014-05-27","110.94"
"2014-05-28","110.97"
"2014-05-29","111.24"
"2014-05-30","110.92"
"2014-06-02","110.70"
"2014-06-03","110.51"
"2014-06-04","110.30"
"2014-06-05","110.30"
"2014-06-06","110.27"
"2014-06-09","110.59"
"2014-06-10","110.58"
"2014-06-11","111.03"
"2014-06-12","111.15"
"2014-06-13","111.00"
"2014-06-16","111.13"
"2014-06-17","111.18"
"2014-06-18","110.98"
"2014-06-19","111.32"
"2014-06-20","112.00"
"2014-06-23","112.35"
"2014-06-24","112.28"
"2014-06-25","112.42"
"2014-06-26","112.58"
"2014-06-27","112.86"
"2014-06-30","112.78"
"2014-07-01","112.78"
"2014-07-02","112.92"
"2014-07-03","113.33"
"2014-07-04","113.28"
"2014-07-07","113.03"
"2014-07-08","112.88"
"2014-07-09","113.12"
"2014-07-10","113.04"
"2014-07-11","112.39"
"2014-07-14","112.37"
"2014-07-15","111.94"
"2014-07-16","112.13"
"2014-07-17","112.09"
"2014-07-18","112.28"
"2014-07-21","112.28"
"2014-07-22","112.24"
"2014-07-23","112.28"
"2014-07-24","112.30"
"2014-07-25","111.58"
"2014-07-28","111.71"
"2014-07-29","111.26"
"2014-07-30","110.76"
"2014-07-31","110.97"
"2014-08-01","110.63"
"2014-08-04","110.63"
"2014-08-05","110.19"
"2014-08-06","110.61"
"2014-08-07","110.64"
"2014-08-08","109.98"
"2014-08-11","110.47"
"2014-08-12","110.40"
"2014-08-13","110.56"
"2014-08-14","110.73"
"2014-08-15","110.72"
"2014-08-18","110.95"
"2014-08-19","110.61"
"2014-08-20","110.52"
"2014-08-21","110.52"
"2014-08-22","110.56"
"2014-08-25","110.28"
"2014-08-26","110.59"
"2014-08-27","111.18"
"2014-08-28","111.54"
"2014-08-29","111.55"
"2014-09-01","111.55"
"2014-09-02","110.98"
"2014-09-03","111.48"
"2014-09-04","111.79"
"2014-09-05","111.47"
"2014-09-08","111.11"
"2014-09-09","110.42"
"2014-09-10","111.02"
"2014-09-11","110.21"
"2014-09-12","109.78"
"2014-09-15","110.03"
"2014-09-16","110.58"
"2014-09-17","111.01"
"2014-09-18","111.18"
"2014-09-19","111.03"
"2014-09-22","110.64"
"2014-09-23","110.10"
"2014-09-24","109.87"
"2014-09-25","109.75"
"2014-09-26","109.29"
"2014-09-29","109.48"
"2014-09-30","108.93"
"2014-10-01","109.29"
"2014-10-02","109.38"
"2014-10-03","108.62"
"2014-10-06","109.28"
"2014-10-07","109.15"
"2014-10-08","109.12"
"2014-10-09","109.38"
"2014-10-10","109.16"
"2014-10-13","109.16"
"2014-10-14","108.54"
"2014-10-15","107.92"
"2014-10-16","108.08"
"2014-10-17","108.33"
"2014-10-20","108.03"
"2014-10-21","108.62"
"2014-10-22","108.72"
"2014-10-23","108.60"
"2014-10-24","108.80"
"2014-10-27","108.42"
"2014-10-28","109.05"
"2014-10-29","109.44"
"2014-10-30","109.07"
"2014-10-31","108.53"
"2014-11-03","108.24"
"2014-11-04","107.44"
"2014-11-05","107.75"
"2014-11-06","107.41"
"2014-11-07","107.99"
"2014-11-10","108.12"
"2014-11-11","108.12"
"2014-11-12","108.73"
"2014-11-13","108.12"
"2014-11-14","108.68"
"2014-11-17","108.60"
"2014-11-18","108.56"
"2014-11-19","108.17"
"2014-11-20","108.58"
"2014-11-21","109.38"
"2014-11-24","108.97"
"2014-11-25","109.11"
"2014-11-26","109.32"
"2014-11-27","108.43"
"2014-11-28","107.68"
"2014-12-01","108.38"
"2014-12-02","108.03"
"2014-12-03","108.51"
"2014-12-04","108.28"
"2014-12-05","108.06"
"2014-12-08","107.62"
"2014-12-09","107.88"
"2014-12-10","107.32"
"2014-12-11","106.94"
"2014-12-12","106.78"
"2014-12-15","105.96"
"2014-12-16","105.93"
"2014-12-17","105.96"
"2014-12-18","106.44"
"2014-12-19","106.24"
"2014-12-22","106.10"
"2014-12-23","106.38"
"2014-12-24","106.40"
"2014-12-25","106.40"
"2014-12-26","106.40"
"2014-12-29","106.33"
"2014-12-30","106.57"
"2014-12-31","106.64"
"2015-01-01","106.64"
"2015-01-02","105.62"
"2015-01-05","105.21"
"2015-01-06","104.97"
"2015-01-07","104.70"
"2015-01-08","105.01"
"2015-01-09","104.54"
"2015-01-12","103.89"
"2015-01-13","103.75"
"2015-01-14","103.56"
"2015-01-15","103.99"
"2015-01-16","103.63"
"2015-01-19","103.73"
"2015-01-20","102.80"
"2015-01-21","100.37"
"2015-01-22","100.52"
"2015-01-23","100.39"
"2015-01-26","100.33"
"2015-01-27","100.26"
"2015-01-28","99.95"
"2015-01-29","98.53"
"2015-01-30","97.97"
"2015-02-02","98.99"
"2015-02-03","99.82"
"2015-02-04","99.10"
"2015-02-05","100.08"
"2015-02-06","99.47"
"2015-02-09","100.05"
"2015-02-10","99.46"
"2015-02-11","98.71"
"2015-02-12","99.85"
"2015-02-13","99.94"
"2015-02-16","99.94"
"2015-02-17","100.36"
"2015-02-18","99.99"
"2015-02-19","99.68"
"2015-02-20","99.57"
"2015-02-23","99.00"
"2015-02-24","98.85"
"2015-02-25","100.23"
"2015-02-26","99.83"
"2015-02-27","99.71"
"2015-03-02","99.54"
"2015-03-03","100.15"
"2015-03-04","100.43"
"2015-03-05","100.19"
"2015-03-06","99.37"
"2015-03-09","99.52"
"2015-03-10","99.40"
"2015-03-11","98.51"
"2015-03-12","99.01"
"2015-03-13","98.27"
"2015-03-16","98.51"
"2015-03-17","98.45"
"2015-03-18","98.39"
"2015-03-19","98.56"
"2015-03-20","99.47"
"2015-03-23","99.94"
"2015-03-24","100.01"
"2015-03-25","99.90"
"2015-03-26","100.32"
"2015-03-27","99.49"
"2015-03-30","98.77"
"2015-03-31","98.86"
"2015-04-01","99.36"
"2015-04-02","99.47"
"2015-04-03","99.47"
"2015-04-06","100.31"
"2015-04-07","100.26"
"2015-04-08","100.09"
"2015-04-09","99.73"
"2015-04-10","99.72"
"2015-04-13","99.71"
"2015-04-14","100.53"
"2015-04-15","101.43"
"2015-04-16","102.67"
"2015-04-17","102.45"
"2015-04-20","102.71"
"2015-04-21","102.13"
"2015-04-22","102.37"
"2015-04-23","103.14"
"2015-04-24","102.86"
"2015-04-27","103.37"
"2015-04-28","103.95"
"2015-04-29","104.32"
"2015-04-30","103.03"
"2015-05-01","102.48"
"2015-05-04","103.20"
"2015-05-05","103.72"
"2015-05-06","103.79"
"2015-05-07","102.76"
"2015-05-08","103.15"
"2015-05-11","103.11"
"2015-05-12","104.01"
"2015-05-13","104.15"
"2015-05-14","103.78"
"2015-05-15","103.55"
"2015-05-18","103.55"
"2015-05-19","102.22"
"2015-05-20","102.30"
"2015-05-21","102.33"
"2015-05-22","101.74"
"2015-05-25","101.66"
"2015-05-26","100.81"
"2015-05-27","100.41"
"2015-05-28","100.47"
"2015-05-29","100.50"
"2015-06-01","99.95"
"2015-06-02","100.74"
"2015-06-03","100.50"
"2015-06-04","100.22"
"2015-06-05","100.35"
"2015-06-08","100.65"
"2015-06-09","101.49"
"2015-06-10","101.77"
"2015-06-11","101.48"
"2015-06-12","101.49"
"2015-06-15","101.36"
"2015-06-16","101.32"
"2015-06-17","101.53"
"2015-06-18","102.08"
"2015-06-19","101.57"
"2015-06-22","101.48"
"2015-06-23","101.37"
"2015-06-24","100.70"
"2015-06-25","101.22"
"2015-06-26","101.18"
"2015-06-29","100.93"
"2015-06-30","100.20"
"2015-07-01","100.20"
"2015-07-02","99.58"
"2015-07-03","99.53"
"2015-07-06","99.11"
"2015-07-07","98.35"
"2015-07-08","98.34"
"2015-07-09","98.34"
"2015-07-10","98.38"
"2015-07-13","98.14"
"2015-07-14","98.24"
"2015-07-15","96.88"
"2015-07-16","96.93"
"2015-07-17","96.55"
"2015-07-20","96.70"
"2015-07-21","96.78"
"2015-07-22","96.35"
"2015-07-23","96.26"
"2015-07-24","96.06"
"2015-07-27","96.29"
"2015-07-28","96.91"
"2015-07-29","97.24"
"2015-07-30","96.42"
"2015-07-31","96.06"
"2015-08-03","96.06"
"2015-08-04","95.58"
"2015-08-05","95.31"
"2015-08-06","95.49"
"2015-08-07","95.64"
"2015-08-10","96.08"
"2015-08-11","95.47"
"2015-08-12","96.61"
"2015-08-13","95.92"
"2015-08-14","95.94"
"2015-08-17","95.88"
"2015-08-18","96.05"
"2015-08-19","95.36"
"2015-08-20","95.86"
"2015-08-21","95.23"
"2015-08-24","94.48"
"2015-08-25","94.07"
"2015-08-26","94.05"
"2015-08-27","94.98"
"2015-08-28","94.50"
"2015-08-31","94.80"
"2015-09-01","95.03"
"2015-09-02","94.12"
"2015-09-03","95.02"
"2015-09-04","94.45"
"2015-09-07","94.45"
"2015-09-08","94.95"
"2015-09-09","94.82"
"2015-09-10","94.74"
"2015-09-11","94.29"
"2015-09-14","94.32"
"2015-09-15","94.43"
"2015-09-16","94.95"
"2015-09-17","94.90"
"2015-09-18","95.09"
"2015-09-21","94.53"
"2015-09-22","94.43"
"2015-09-23","94.21"
"2015-09-24","93.85"
"2015-09-25","94.13"
"2015-09-28","93.80"
"2015-09-29","93.45"
"2015-09-30","93.62"
"2015-10-01","94.64"
"2015-10-02","94.75"
"2015-10-05","95.78"
"2015-10-06","95.92"
"2015-10-07","96.03"
"2015-10-08","96.12"
"2015-10-09","96.59"
"2015-10-12","96.59"
"2015-10-13","96.29"
"2015-10-14","96.22"
"2015-10-15","96.75"
"2015-10-16","96.63"
"2015-10-19","96.20"
"2015-10-20","96.36"
"2015-10-21","95.35"
"2015-10-22","95.73"
"2015-10-23","95.26"
"2015-10-26","95.48"
"2015-10-27","94.71"
"2015-10-28","95.36"
"2015-10-29","95.34"
"2015-10-30","95.83"
"2015-11-02","95.76"
"2015-11-03","95.75"
"2015-11-04","95.44"
"2015-11-05","95.46"
"2015-11-06","94.69"
"2015-11-09","94.90"
"2015-11-10","95.07"
"2015-11-11","95.07"
"2015-11-12","94.63"
"2015-11-13","94.49"
"2015-11-16","94.38"
"2015-11-17","94.65"
"2015-11-18","94.45"
"2015-11-19","94.88"
"2015-11-20","94.47"
"2015-11-23","94.40"
"2015-11-24","94.68"
"2015-11-25","94.78"
"2015-11-26","94.79"
"2015-11-27","94.41"
"2015-11-30","94.65"
"2015-12-01","94.29"
"2015-12-02","94.47"
"2015-12-03","93.95"
"2015-12-04","94.15"
"2015-12-07","93.25"
"2015-12-08","92.67"
"2015-12-09","92.50"
"2015-12-10","92.50"
"2015-12-11","91.83"
"2015-12-14","91.57"
"2015-12-15","91.71"
"2015-12-16","91.20"
"2015-12-17","90.28"
"2015-12-18","90.73"
"2015-12-21","90.00"
"2015-12-22","90.36"
"2015-12-23","90.88"
"2015-12-24","90.89"
"2015-12-25","90.89"
"2015-12-28","90.89"
"2015-12-29","90.91"
"2015-12-30","90.72"
"2015-12-31","91.03"
"2016-01-01","91.03"
"2016-01-04","90.25"
"2016-01-05","90.13"
"2016-01-06","89.55"
"2016-01-07","89.65"
"2016-01-08","89.11"
"2016-01-11","88.75"
"2016-01-12","88.29"
"2016-01-13","88.24"
"2016-01-14","87.77"
"2016-01-15","86.78"
"2016-01-18","86.99"
"2016-01-19","86.96"
"2016-01-20","86.52"
"2016-01-21","88.70"
"2016-01-22","89.30"
"2016-01-25","88.69"
"2016-01-26","89.84"
"2016-01-27","89.96"
"2016-01-28","89.67"
"2016-01-29","89.83"
"2016-02-01","90.24"
"2016-02-02","90.00"
"2016-02-03","91.01"
"2016-02-04","91.61"
"2016-02-05","90.73"
"2016-02-08","90.41"
"2016-02-09","90.93"
"2016-02-10","90.01"
"2016-02-11","90.11"
"2016-02-12","90.85"
"2016-02-15","90.85"
"2016-02-16","90.77"
"2016-02-17","91.86"
"2016-02-18","91.61"
"2016-02-19","91.02"
"2016-02-22","91.89"
"2016-02-23","91.19"
"2016-02-24","91.35"
"2016-02-25","92.67"
"2016-02-26","93.01"
"2016-02-29","93.16"
"2016-03-01","94.00"
"2016-03-02","93.54"
"2016-03-03","93.86"
"2016-03-04","94.26"
"2016-03-07","94.51"
"2016-03-08","93.86"
"2016-03-09","94.93"
"2016-03-10","93.87"
"2016-03-11","94.93"
"2016-03-14","94.47"
"2016-03-15","94.02"
"2016-03-16","94.09"
"2016-03-17","96.33"
"2016-03-18","96.35"
"2016-03-21","95.79"
"2016-03-22","95.98"
"2016-03-23","95.01"
"2016-03-24","94.57"
"2016-03-25","94.57"
"2016-03-28","95.11"
"2016-03-29","95.34"
"2016-03-30","96.53"
"2016-03-31","96.40"
"2016-04-01","95.89"
"2016-04-04","95.94"
"2016-04-05","94.99"
"2016-04-06","95.60"
"2016-04-07","94.98"
"2016-04-08","96.18"
"2016-04-11","96.72"
"2016-04-12","97.60"
"2016-04-13","97.78"
"2016-04-14","97.45"
"2016-04-15","97.26"
"2016-04-18","97.54"
"2016-04-19","98.67"
"2016-04-20","98.96"
"2016-04-21","98.37"
"2016-04-22","98.80"
"2016-04-25","98.71"
"2016-04-26","99.14"
"2016-04-27","98.98"
"2016-04-28","99.52"
"2016-04-29","99.30"
"2016-05-02","99.23"
"2016-05-03","98.23"
"2016-05-04","96.82"
"2016-05-05","97.14"
"2016-05-06","96.62"
"2016-05-09","96.22"
"2016-05-10","96.51"
"2016-05-11","97.32"
"2016-05-12","97.25"
"2016-05-13","96.76"
"2016-05-16","97.12"
"2016-05-17","97.13"
"2016-05-18","96.88"
"2016-05-19","95.59"
"2016-05-20","95.47"
"2016-05-23","95.47"
"2016-05-24","95.63"
"2016-05-25","95.82"
"2016-05-26","96.58"
"2016-05-27","96.46"
"2016-05-30","96.11"
"2016-05-31","95.82"
"2016-06-01","95.85"
"2016-06-02","95.92"
"2016-06-03","96.64"
"2016-06-06","97.34"
"2016-06-07","97.81"
"2016-06-08","98.40"
"2016-06-09","98.22"
"2016-06-10","98.31"
"2016-06-13","97.91"
"2016-06-14","97.70"
"2016-06-15","97.03"
"2016-06-16","96.11"
"2016-06-17","97.19"
"2016-06-20","97.57"
"2016-06-21","97.55"
"2016-06-22","97.48"
"2016-06-23","97.94"
"2016-06-24","96.78"
"2016-06-27","96.04"
"2016-06-28","95.93"
"2016-06-29","96.49"
"2016-06-30","96.48"
"2016-07-01","96.48"
"2016-07-04","97.59"
"2016-07-05","96.94"
"2016-07-06","96.52"
"2016-07-07","96.68"
"2016-07-08","95.99"
"2016-07-11","95.67"
"2016-07-12","96.48"
"2016-07-13","96.83"
"2016-07-14","97.23"
"2016-07-15","96.89"
"2016-07-18","96.81"
"2016-07-19","96.56"
"2016-07-20","96.50"
"2016-07-21","96.33"
"2016-07-22","95.53"
"2016-07-25","95.19"
"2016-07-26","95.24"
"2016-07-27","95.22"
"2016-07-28","95.44"
"2016-07-29","96.15"
"2016-08-01","96.15"
"2016-08-02","95.69"
"2016-08-03","95.82"
"2016-08-04","96.27"
"2016-08-05","95.24"
"2016-08-08","95.33"
"2016-08-09","95.62"
"2016-08-10","95.94"
"2016-08-11","96.33"
"2016-08-12","96.77"
"2016-08-15","96.90"
"2016-08-16","97.20"
"2016-08-17","97.10"
"2016-08-18","97.80"
"2016-08-19","97.09"
"2016-08-22","96.62"
"2016-08-23","96.92"
"2016-08-24","96.71"
"2016-08-25","96.72"
"2016-08-26","96.69"
"2016-08-29","96.31"
"2016-08-30","96.00"
"2016-08-31","95.67"
"2016-09-01","95.71"
"2016-09-02","96.55"
"2016-09-05","96.55"
"2016-09-06","97.49"
"2016-09-07","97.08"
"2016-09-08","97.04"
"2016-09-09","96.23"
"2016-09-12","95.88"
"2016-09-13","95.26"
"2016-09-14","95.09"
"2016-09-15","95.42"
"2016-09-16","95.10"
"2016-09-19","95.29"
"2016-09-20","95.00"
"2016-09-21","95.26"
"2016-09-22","96.22"
"2016-09-23","95.37"
"2016-09-26","95.08"
"2016-09-27","94.70"
"2016-09-28","94.77"
"2016-09-29","95.77"
"2016-09-30","95.64"
"2016-10-03","95.57"
"2016-10-04","95.38"
"2016-10-05","95.39"
"2016-10-06","95.23"
"2016-10-07","94.59"
"2016-10-10","94.59"
"2016-10-11","95.13"
"2016-10-12","94.96"
"2016-10-13","95.32"
"2016-10-14","95.76"
"2016-10-17","95.94"
"2016-10-18","96.12"
"2016-10-19","96.09"
"2016-10-20","95.50"
"2016-10-21","94.68"
"2016-10-24","94.22"
"2016-10-25","94.59"
"2016-10-26","94.41"
"2016-10-27","94.31"
"2016-10-28","94.29"
"2016-10-31","94.12"
"2016-11-01","94.25"
"2016-11-02","94.07"
"2016-11-03","94.06"
"2016-11-04","93.81"
"2016-11-07","94.12"
"2016-11-08","94.44"
"2016-11-09","94.19"
"2016-11-10","93.97"
"2016-11-11","93.97"
"2016-11-14","93.51"
"2016-11-15","94.28"
"2016-11-16","94.67"
"2016-11-17","94.62"
"2016-11-18","94.14"
"2016-11-21","94.73"
"2016-11-22","94.67"
"2016-11-23","94.63"
"2016-11-24","94.56"
"2016-11-25","94.32"
"2016-11-28","95.09"
"2016-11-29","94.80"
"2016-11-30","94.95"
"2016-12-01","95.60"
"2016-12-02","95.75"
"2016-12-05","95.89"
"2016-12-06","95.80"
"2016-12-07","95.96"
"2016-12-08","96.34"
"2016-12-09","96.88"
"2016-12-12","96.97"
"2016-12-13","97.09"
"2016-12-14","97.04"
"2016-12-15","95.57"
"2016-12-16","95.86"
"2016-12-19","95.40"
"2016-12-20","95.65"
"2016-12-21","95.47"
"2016-12-22","95.00"
"2016-12-23","94.52"
"2016-12-26","94.52"
"2016-12-27","94.52"
"2016-12-28","94.47"
"2016-12-29","94.80"
"2016-12-30","95.16"
"2017-01-02","95.16"
"2017-01-03","95.30"
"2017-01-04","96.32"
"2017-01-05","96.65"
"2017-01-06","96.76"
"2017-01-09","96.72"
"2017-01-10","96.85"
"2017-01-11","96.81"
"2017-01-12","97.24"
"2017-01-13","97.28"
"2017-01-16","97.10"
"2017-01-17","97.63"
"2017-01-18","96.84"
"2017-01-19","95.88"
"2017-01-20","95.73"
"2017-01-23","95.86"
"2017-01-24","96.87"
"2017-01-25","97.43"
"2017-01-26","97.33"
"2017-01-27","97.27"
"2017-01-30","97.30"
"2017-01-31","97.62"
"2017-02-01","97.22"
"2017-02-02","97.65"
"2017-02-03","97.73"
"2017-02-06","96.97"
"2017-02-07","96.65"
"2017-02-08","96.66"
"2017-02-09","96.88"
"2017-02-10","97.36"
"2017-02-13","97.46"
"2017-02-14","97.34"
"2017-02-15","97.38"
"2017-02-16","97.48"
"2017-02-17","97.10"
"2017-02-20","97.10"
"2017-02-21","96.93"
"2017-02-22","96.57"
"2017-02-23","97.03"
"2017-02-24","97.09"
"2017-02-27","97.06"
"2017-02-28","96.03"
"2017-03-01","95.52"
"2017-03-02","95.26"
"2017-03-03","95.03"
"2017-03-06","94.99"
"2017-03-07","94.92"
"2017-03-08","94.59"
"2017-03-09","94.33"
"2017-03-10","94.60"
"2017-03-13","94.68"
"2017-03-14","94.47"
"2017-03-15","94.80"
"2017-03-16","95.37"
"2017-03-17","95.20"
"2017-03-20","95.03"
"2017-03-21","95.22"
"2017-03-22","94.88"
"2017-03-23","95.04"
"2017-03-24","94.73"
"2017-03-27","94.63"
"2017-03-28","94.68"
"2017-03-29","94.85"
"2017-03-30","95.30"
"2017-03-31","95.29"
"2017-04-03","94.76"
"2017-04-04","94.49"
"2017-04-05","94.60"
"2017-04-06","94.54"
"2017-04-07","94.74"
"2017-04-10","95.08"
"2017-04-11","95.13"
"2017-04-12","95.33"
"2017-04-13","95.45"
"2017-04-14","95.45"
"2017-04-17","95.28"
"2017-04-18","94.56"
"2017-04-19","94.03"
"2017-04-20","93.87"
"2017-04-21","93.75"
"2017-04-24","93.72"
"2017-04-25","93.05"
"2017-04-26","93.14"
"2017-04-27","92.91"
"2017-04-28","92.60"
"2017-05-01","92.60"
"2017-05-02","92.21"
"2017-05-03","92.28"
"2017-05-04","92.09"
"2017-05-05","92.26"
"2017-05-08","92.38"
"2017-05-09","92.34"
"2017-05-10","92.69"
"2017-05-11","92.44"
"2017-05-12","92.31"
"2017-05-15","92.74"
"2017-05-16","92.95"
"2017-05-17","92.70"
"2017-05-18","92.76"
"2017-05-19","93.12"
"2017-05-22","93.12"
"2017-05-23","93.48"
"2017-05-24","93.72"
"2017-05-25","93.72"
"2017-05-26","93.73"
"2017-05-29","93.80"
"2017-05-30","93.64"
"2017-05-31","93.36"
"2017-06-01","93.38"
"2017-06-02","93.29"
"2017-06-05","93.39"
"2017-06-06","93.47"
"2017-06-07","93.25"
"2017-06-08","93.23"
"2017-06-09","93.65"
"2017-06-12","93.89"
"2017-06-13","95.12"
"2017-06-14","95.22"
"2017-06-15","94.87"
"2017-06-16","95.19"
"2017-06-19","95.33"
"2017-06-20","95.07"
"2017-06-21","94.76"
"2017-06-22","95.23"
"2017-06-23","94.97"
"2017-06-26","95.18"
"2017-06-27","95.47"
"2017-06-28","96.32"
"2017-06-29","96.61"
"2017-06-30","96.90"
"2017-07-03","96.90"
"2017-07-04","97.32"
"2017-07-05","97.04"
"2017-07-06","97.25"
"2017-07-07","97.71"
"2017-07-10","97.69"
"2017-07-11","97.42"
"2017-07-12","98.30"
"2017-07-13","98.69"
"2017-07-14","99.11"
"2017-07-17","99.12"
"2017-07-18","99.32"
"2017-07-19","99.61"
"2017-07-20","99.65"
"2017-07-21","99.86"
"2017-07-24","100.17"
"2017-07-25","100.22"
"2017-07-26","100.26"
"2017-07-27","100.07"
"2017-07-28","100.59"
"2017-07-31","100.22"
"2017-08-01","99.95"
"2017-08-02","99.57"
"2017-08-03","99.42"
"2017-08-04","99.07"
"2017-08-07","99.07"
"2017-08-08","98.81"
"2017-08-09","98.54"
"2017-08-10","98.44"
"2017-08-11","98.57"
"2017-08-14","98.46"
"2017-08-15","98.20"
"2017-08-16","98.63"
"2017-08-17","98.98"
"2017-08-18","99.42"
"2017-08-21","99.42"
"2017-08-22","99.67"
"2017-08-23","99.54"
"2017-08-24","99.83"
"2017-08-25","100.05"
"2017-08-28","100.04"
"2017-08-29","99.73"
"2017-08-30","99.15"
"2017-08-31","99.72"
"2017-09-01","100.86"
"2017-09-04","100.86"
"2017-09-05","100.93"
"2017-09-06","101.77"
"2017-09-07","102.61"
"2017-09-08","102.65"
"2017-09-11","102.82"
"2017-09-12","102.63"
"2017-09-13","102.46"
"2017-09-14","102.36"
"2017-09-15","102.41"
"2017-09-18","102.01"
"2017-09-19","101.67"
"2017-09-20","101.69"
"2017-09-21","101.25"
"2017-09-22","101.38"
"2017-09-25","101.30"
"2017-09-26","101.17"
"2017-09-27","100.93"
"2017-09-28","100.59"
"2017-09-29","100.33"
"2017-10-02","100.22"
"2017-10-03","100.27"
"2017-10-04","100.42"
"2017-10-05","99.95"
"2017-10-06","100.00"
"2017-10-09","100.00"
"2017-10-10","100.24"
"2017-10-11","100.25"
"2017-10-12","100.46"
"2017-10-13","100.34"
"2017-10-16","100.06"
"2017-10-17","99.99"
"2017-10-18","100.47"
"2017-10-19","100.47"
"2017-10-20","99.59"
"2017-10-23","99.32"
"2017-10-24","99.17"
"2017-10-25","98.29"
"2017-10-26","97.93"
"2017-10-27","97.72"
"2017-10-30","97.93"
"2017-10-31","97.47"
"2017-11-01","97.55"
"2017-11-02","98.02"
"2017-11-03","98.54"
"2017-11-06","98.66"
"2017-11-07","98.39"
"2017-11-08","98.79"
"2017-11-09","99.03"
"2017-11-10","99.07"
"2017-11-13","99.07"
"2017-11-14","98.61"
"2017-11-15","98.26"
"2017-11-16","98.48"
"2017-11-17","98.11"
"2017-11-20","98.08"
"2017-11-21","98.17"
"2017-11-22","98.43"
"2017-11-23","98.45"
"2017-11-24","98.45"
"2017-11-27","98.21"
"2017-11-28","97.73"
"2017-11-29","97.39"
"2017-11-30","97.11"
"2017-12-01","98.34"
"2017-12-04","98.65"
"2017-12-05","98.81"
"2017-12-06","98.25"
"2017-12-07","97.63"
"2017-12-08","97.56"
"2017-12-11","97.60"
"2017-12-12","97.55"
"2017-12-13","97.63"
"2017-12-14","97.92"
"2017-12-15","97.75"
"2017-12-18","97.46"
"2017-12-19","97.32"
"2017-12-20","97.63"
"2017-12-21","98.51"
"2017-12-22","98.35"
"2017-12-25","98.35"
"2017-12-26","98.35"
"2017-12-27","99.23"
"2017-12-28","99.57"
"2017-12-29","99.82"
"2018-01-01","99.82"
"2018-01-02","99.94"
"2018-01-03","99.84"
"2018-01-04","99.94"
"2018-01-05","100.87"
"2018-01-08","100.77"
"2018-01-09","100.55"
"2018-01-10","100.12"
"2018-01-11","99.75"
"2018-01-12","99.81"
"2018-01-15","100.27"
"2018-01-16","100.33"
"2018-01-17","100.25"
"2018-01-18","100.07"
"2018-01-19","99.93"
"2018-01-22","99.95"
"2018-01-23","99.94"

